company,description,location,title,salary,job site
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$72,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$72,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$72,750 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$72,750 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$72,849 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$73,530 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$74,100 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$74,100 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$74,100 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$75,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$75,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$75,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$75,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$75,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$75,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$75,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$75,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$76,050 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$76,440 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$76,500 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$78,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$78,598 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$78,692 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$78,795 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$79,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000.00 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,522 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$80,600 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$81,900 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$82,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$82,013 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$82,600 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$83,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","Santa Monica, CA",Data Analyst,"$83,850 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$83,910 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$84,468 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$85,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$85,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$85,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$85,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$85,495 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$86,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$87,198 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$87,750 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$87,900 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$89,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$90,000 ",Simplyhired
Adept Consultants,Developing highly scalable data platform and reliable pipe. O Create and maintain optimal data pipeline architecture. Must Have* : R Language skills.,"California City, CA",Data Engineer,"$90,000 ",Simplyhired
Association of Immunization Managers,Masterâ€™s Degree (preferred) or Bachelorâ€™s Degree in public health; data science; medical; healthcare (or similar) informatics; computer science; epidemiology;â€¦,Remote,Data Engineer,"$90,000 ",Simplyhired
Navy Federal Credit Union,"Prepare reporting and data visualizations including interpretation of trends and patterns. Provide actionable insight into membership, product or operationalâ€¦","Vienna, VA",Data Engineer,"$90,000 ",Simplyhired
National Security Agency,"Attention to detail, self-motivation, flexibility, and resilience are critical and data visualization skills are a plus.","Fort Meade, MD",Data Scientist,"$90,000 ",Simplyhired
US Office of Personnel Management,"Analyze difficult statistics and other qualitative/quantitative data, particularly workforce data, FEVS data, survey data, retention, and retirement data.","Washington, DC",Statistician,"$90,000 ",Simplyhired
Atlantisitgroup,"2+ years of hands on experience with data warehouse, BI reporting testing experience using tools like Power BI, Snowflake, Netezza, MicroStrategy.","Houston, TX",Data Scientist,"$90,000 ",Simplyhired
VB,"Perform hands-on work with data analysis, data visualization, data validation and quality assurance, while working as a full-time on-site staff at the customerâ€¦","Washington, DCÂ +1 location",Data Analyst,"$90,000 ",Simplyhired
Infectious Disease Connect,Identify data sources needed to produce required data sets or reports and extract appropriate subsets of data. Proficient in SQL and custom queries.,"Cranberry Township, PA",Data Analyst,"$90,000 ",Simplyhired
"Automated Controversy Detection, Inc",Interest in data science and machine learning. Experience in data science and machine learning is valued. The ideal candidate will have experience in deployingâ€¦,Remote,Data Engineer,"$90,000 ",Simplyhired
Cumberland Farms,Provide detailed source analysis and data mappings/transformations to Enterprise developers to implement new data sources and integrations.,"Westborough, MA",Data Analyst,"$90,000 ",Simplyhired
Synthetik Applied Technologies,"Experience with state of the art deep learning techniques for various computer vision tasks including real-time object detection, segmentation, tracking,â€¦",Remote,Data Scientist,"$90,000 ",Simplyhired
HS Ad North America,"ï‚· A Bachelorâ€™s degree in any of the following areas - statistics, data science, physics, computer science or social sciences heavy in quantitative methodologiesâ€¦","Englewood Cliffs, NJ",Data Scientist,"$90,000 ",Simplyhired
Lancer Insurance Company,Data analysis: 1 year (Preferred). Collaborate with stakeholders to integrate data mining results with existing systems. Experience with Python a plus.,Remote,Data Engineer,"$90,000 ",Simplyhired
Advansys Inc,Demonstrated data visualization literacy and the ability to select visualizations appropriate for a given business need.,Remote,Data Scientist ,"$90,000 ",Simplyhired
Fractal Analytics,"Bachelors or equivalent experience in statistics, computer science, engineering, informatics, data science, or related field; additional business degree is aâ€¦",Remote,Data Analyst,"$90,000 ",Simplyhired
Permanent General Assurance Corp.,"As an Associate Data Scientist, you will be involved first hand with actual data science projects and writing code that matters.","Nashville, TN",Data Scientist ,"$90,000 ",Simplyhired
Farmers Insurance Group,Analyzes information using data manipulation and statistical analysis to evaluate new and existing programs and procedures.,Alabama,Data Scientist,"$90,000 ",Simplyhired
Infipact,"Data structures and common methods in data transformation. Strong understanding of qPCR and amplification curve data. Job Types: Full-time, Contract.",Remote,Data Scientist,"$90,000 ",Simplyhired
ModivCare,Good data visualization and communication skills. This will include preparing and delivering presentations with rich data visualizations and meaningful businessâ€¦,California,Data Scientist,"$90,000 ",Simplyhired
Blueprint Power,Gather and characterize data inputs and outputs for the models. Has 3-5 years of experience in python programming and 1+ years of experience using modeling andâ€¦,Remote,Data Scientist ,"$90,000 ",Simplyhired
Presbyterian Healthcare Services,"Provide support in creating/coding, designing and testing pilot data-driven predictive/descriptive analytical models. Health plan: 2 years (Preferred).",United States,Data Scientist ,"$90,000 ",Simplyhired
"Continental Finance Company, LLC",Creating complex data visualizations in Tableau. Creating complex custom data queries in SQL. Creating complex data models in SAS or R or Python.,"Wilmington, DE",Data Scientist,"$90,000 ",Simplyhired
Delta Faucet Company,We are seeking a data scientist or statistician to: Deliver a plan of action for promotions that is data driven.,RemoteÂ +1 location,Data Scientist ,"$90,000 ",Simplyhired
Radius Global Solutions LLC,Becomes expert in data warehouse and company data sources. 2+ years analyzing data and creating reports. Bachelorâ€™s degree with a data/ technical emphasis.,"Ambler, PAÂ +2 locations",Data Scientist,"$90,000 ",Simplyhired
AvantStay,"Working knowledge of big data manipulation is plus. Design and drive the creation of new standards and best practices in the use of statistical data modeling,â€¦",Remote,Data Scientist,"$90,000 ",Simplyhired
CloudPareto,Handling large data sets and relational databases. Designing and maintaining data schemas and databases. Visualizing and presenting data to stakeholders usingâ€¦,"Arlington, VA",Data Analyst,"$90,000 ",Simplyhired
"Shenandoah Growers, Inc.","Ph.D. (preferred) or M.S. degree in statistics, applied math, data science, or a related field. Lead dashboard creation to clearly communicate data and findingsâ€¦","Washington, DCÂ +4 locations",Data Scientist ,"$90,000 ",Simplyhired
MedWatchers Inc,Ability to manage and work with data that involves some complex transformations. Successful applicants will work on data and applications to support pharmacistsâ€¦,"San Diego, CA",Data Engineer,"$90,000 ",Simplyhired
US Animal and Plant Health Inspection Service,"Experience with biological and entomological data and analysis. Experience using software tools and languages (for example SAS, R, Python, SLQ, or Java) toâ€¦","Riverdale, MD",Data Engineer,"$90,000 ",Simplyhired
Verizon,"Skills with analyzing and deconstructing very large data sets. Conduct statistical analysis, 3rd party data integration and hypothesis testing.","Denver, COÂ +3 locations",Data Scientist,"$90,000 ",Simplyhired
A. O. Smith Corporation,"Promote data literacy and a data driven decision culture. Must know when and where to use appropriate data; recognize when data is misleading, misrepresented orâ€¦","Nashville, TN",Data Analyst,"$90,000 ",Simplyhired
"Dfuse Technologies, Inc.","Maintains an operational level of knowledge in industry leading data architecture practices, technology and methods, including relational database, dataâ€¦","Arlington, VA",Data Analyst,"$90,000 ",Simplyhired
North Carolina State University,Must have demonstrated experience with: Modern AI methods and developing AI systems using unstructured text analytics; use of AI and natural language processingâ€¦,"Raleigh, NC",Data Scientist,"$90,000 ",Simplyhired
GHX,Identify patterns and connections across varying data sets to enrich master data lists and enhance data processing. Familiarity with ETL tools is a plus.,Remote,Data Analyst,"$90,000 ",Simplyhired
Pacific Gas and electric company,O Create and maintain optimal data pipeline architecture. Experience developing highly scalable data platform and reliable pipe.,"California, MD",Data Engineer,"$90,000 ",Simplyhired
Fund For Public Health In New York Inc,ï‚· Supervise data analysts fulfilling requests for data or reports made by DOHMH leadership. We are seeking to fill one senior data analyst position in the COVIDâ€¦,"Long Island City, NY",Data Analyst,"$90,000 ",Simplyhired
Galvanize Inc,"Industry experience in a data analyst role. Have opportunities to work with and learn from other data analysts, data scientists, and software engineers in aâ€¦",Remote,Data Analyst,"$90,000 ",Simplyhired
"Forward Air, Inc.",Present information using data visualization techniques. Work with stakeholders throughout the organization to identify opportunities for leveraging companyâ€¦,"Forest Park, GAÂ +1 location",Data Scientist,"$90,000 ",Simplyhired
E Source Companies Llc,"Data science life-cycle literacy. The ideal candidate has a BS or MS in a software engineering, computer science, or related field of study.",Colorado,Data Engineer,"$90,000 ",Simplyhired
CIBA Insurance Services,Advanced experience pulling large and complex data using SQL. Experience with a data visualization tool (e.g. SSRS).,RemoteÂ +1 location,Data Analyst,"$90,000 ",Simplyhired
Wevision LLC,"As a data engineer, you bring software engineering best practices to the production and maintenance of analytics code and bring an engineering mindset toâ€¦",Remote,Data Engineer,"$90,000 ",Simplyhired
Allstate,Collaborate with engineering teams to design and implement software solutions for data science problems. Understand ambiguous business problems and convert themâ€¦,"Northbrook, IL",Data Engineer,"$90,000 ",Simplyhired
US Equal Employment Opportunity Commission,"Evaluates the data, draws inferences and arrives at conclusions to create most effective presentation. Assures that the office supports the publishing ofâ€¦","Washington, DC",Statistician,"$90,000 ",Simplyhired
Liberty Mutual Insurance,Gain confidence in skill application using analytics and data science techniques to manipulate large structured and unstructured data sets in order to generateâ€¦,RemoteÂ +4 locations,Data Analyst,"$90,000 ",Simplyhired
Indeed,"Curiosity and passion for data and data visualization. 4+ years of relevant experience in a data science, business analytics, business intelligence orâ€¦","Austin, TX",Data Analyst,"$90,000 ",Simplyhired
FedEx Services,Experience designing data science solutions whithin a large enterprise solution architecture. Demonstrated experience developing and leading the implementationâ€¦,TennesseeÂ +2 locations,Data Scientist ,"$90,000 ",Simplyhired
KeyBank,"Provide concise data reports and clear data visualizations. You must have the ability to obtain raw data from a data lake via SAS/GCP, be familiar with dataâ€¦",Remote,Data Analyst,"$90,000 ",Simplyhired
Reliable Heating & Air,"Do you have experience data managementâ€™ providing monthly statistical reporting? Analyzing large data sets, both online and offline: 2 years (Required).","Kennesaw, GA",Data Analyst,"$90,000 ",Simplyhired
Clarify Health Solutions.,"Being the expert on where data originates, how they are mapped and utilized in our products, and ultimately what value data delivers to our customers.",Remote,Data Analyst,"$90,000 ",Simplyhired
eMindful,"Bring structure to large quantities of data - turn unstructured data into structured data. Bachelorâ€™s or Masterâ€™s degree in computer science, math, economics orâ€¦","Orlando, FL",Data Scientist,"$90,000 ",Simplyhired
KYMadvisors,"Experience with advanced analytics solutions (data science, machine learning, data modeling, etc.). Including infrastructure (e.g., data engineering) nice-toâ€¦","Camp Springs, MD",Data Analyst,"$90,000 ",Simplyhired
Trustpage,Data mining unstructured data sources. Gathering and extracting data from third party sources. Enhancing data collection procedures to include information thatâ€¦,"Detroit, MI",Data Scientist ,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
