title,jobtype,location,description
Data Analyst,Remote - During Pandemic Job, UT,"
            The financial analyst will help maintain the cost accounting systems, analyze <b>data</b>, prepare financial reports, &amp; audit accounting systems. The employee can telework during the COVID response. Must have two years' experience &amp; a relevant bachelor's degree.
        "
Data Engineer,Option for Remote Job, IL,"
            Remote position will implement design while developing greater facility, promote continuous improvement, ensure security/integrity of systems/<b>data</b>, test changes to ensure issues resolved, and develop solutions. BA degree required and five years of exp.
        "
Data Engineer,Option for Remote Job, CO,"
            Analyze <b>data</b> to build solutions for customers, define product strategy, and collaborate with engineering teams to ensure highly productive outcomes. Requires 5+ years' cloud management experience &amp; work with distributed systems. Remote.
        "
 Consultant,Option for Remote Job, NY,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        "
 Consultant,Option for Remote Job, TX,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        "
 Consultant,Option for Remote Job, MA,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        "
 Consultant,Option for Remote Job, CA,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        "
 Consultant,Option for Remote Job, IL,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        "
 Consultant,Option for Remote Job, NY,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        "
 Consultant,Option for Remote Job, PA,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        "
 Consultant,Option for Remote Job, NJ,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        "
Teacher,100% Remote Job, MD,"
            The recruitment advisor will support recruitment administration, oversee executive interview scheduling, conduct new hire orientation, &amp; maintain <b>data</b>. Requires at least five years' exp. in a sr. administrative position. Temporary, work-from-home role.
        "
Data Engineer,Option for Remote Job, VA,"
            Flexible remote position will translate business requirements into architected solutions, develop, test, document/maintain solutions, integrations/<b>data</b> migration elements, and execute test plans. BA degree required and five years of experience.
        "
Data Scientist,Remote - During Pandemic Job, IL,"
            Conduct social and scientific research, accurate record keeping, and insightful reporting. Requires a bachelor's degree with 2-3+ yrs' experience or an equivalent combination. Full-time role with benefits. Work from home during pandemic. $90k/year. 
        "
Data Scientist,Remote - During Pandemic Job, DC,"
            Conduct social and scientific research, accurate record keeping, and insightful reporting. Requires a bachelor's degree with 2-3+ yrs' experience or an equivalent combination. Full-time role with benefits. Work from home during pandemic. $90k/year. 
        "
Director of work,100% Remote Job, OR,"
            Collaborate across behavioral, medical, and psychosocial dimensions, lead the design and product team and focus on understanding and solving patient problems, and defining and developing <b>data</b>-driven growth. Remote opportunity.
        "
Data Analyst,Option for Remote Job,OR,"
            Seeking a business analyst for a full-time, remote option position requiring three+ years' experience with business analysis, extensive experience with medical management and the healthcare industry, and a relevant BA/BS. Will coordinate and analyze <b>data</b>.
        "
Data Scientist,Option for Remote Job, MA,"
            Senior Technical Writer is needed for a remote role. The candidate will research, write, and edit technical content for pharmaceutical and biotech customers. Must possess strong communication skills. Bachelor's degree and prior related experience req.
        "
Data Analyst,Flexible Schedule Job, PA,"
            Will coordinate/participate in programming, implementation, testing/support of web-based projects, programming of <b>data</b>-driven web applications, and debugging/problem-solving. BA degree preferred and one year of open source web development exp.
        "
 Marketing,100% Remote Job, MN,"
            Full-time remote role will develop communications strategies, collaborate with cross-functional teams to collect <b>data</b>, and implement global marketing programs. Bachelor's degree and 5+ years' experience in Marketing Communications required. Travel 10%
        "
Data Engineer,Flexible Schedule Job, MA,"
            Seeking full-time senior full-stack engineer for flexible position. Requirements include at least five years of software development experience, and strong proficiency with Java or similar programming language. Bachelor's degree in CS preferred.
        "
Data Analyst,Remote - During Pandemic Job, UT,"
            Remote position will lead research in health services research, manage studies by planning, assisting with study design, develop statements of work/analysis plans, monitor progress, and write research proposals. Master's degree required and experience. 
        "
Data Analyst,Partial Remote Job, NJ,"
            Full-time partial remote role will gather requirements and documentation, perform user acceptance testing, and manage <b>data</b> clean-up. Bachelor's degree and 3+ years' business process and system design experience required. Some travel required.
        "
Data Engineer,100% Remote Job, NY,"
            Full-time, remote candidate will research and compose feature articles and newsletters, update content and training materials to meet the needs of autistic individuals, and help with developing content. Must have five years of content management exp.
        "
Data Engineer,100% Remote Job, NJ,"
            Full-time, remote candidate will research and compose feature articles and newsletters, update content and training materials to meet the needs of autistic individuals, and help with developing content. Must have five years of content management exp.
        "
Data Engineer,100% Remote Job, CT,"
            Full-time, remote candidate will research and compose feature articles and newsletters, update content and training materials to meet the needs of autistic individuals, and help with developing content. Must have five years of content management exp.
        "
Data Engineer,100% Remote Job, PA,"
            Full-time, remote candidate will research and compose feature articles and newsletters, update content and training materials to meet the needs of autistic individuals, and help with developing content. Must have five years of content management exp.
        "
 Consultant,Option for Remote Job, AZ,"
            Lead Product Consultant is needed for a full-time role. He/She will analyze customer needs through discussions and <b>data</b> collection and analysis. Must have strong knowledge of medical terminology. Prior relevant experience req. CPC cert is pref. Remote.
        "
 Consultant,100% Remote Job, CA,"
            Remote senior consultant needed to lead with hands-on involvement in project management, business interpretation, application of solutions, client communication, and insights/results delivery. Bachelor's degree and 5 years of relevant experience required.
        "
Software Engineer,Partial Remote Job,CA,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, GA,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, TX,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, CO,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, IL,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, WA,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, NY,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, VA,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, MA,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Software Engineer,Partial Remote Job, MD,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        "
Data Engineer,100% Remote Job,ME,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, NH,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, MA,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, RI,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, CT,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, NY,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, NJ,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, DE,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, MD,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, VA,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, NC,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, SC,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, GA,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Data Engineer,100% Remote Job, FL,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        "
Software Engineer,100% Remote Job, MN,"
            The sr. system administrator will design and implement enterprise system architecture, administer servers, and lead staff members. Those without a related associate's or bachelors' degree will need a decade of experience. Work-from-home position.
        "
Director of work,Remote - During Pandemic Job, IL,"
            Full-time position. Will negotiate contracts, manage payroll, collaborate with team and streamline processes. Must have related operations experience. Remote during pandemic. Strong communication skills needed.
        "
Data Analyst,100% Remote Job, MN,"
            Full-time, remote position. Duties include assisting with the implementation of custom clinical research studies, conducting descriptive statistical analysis, writing analytics programs, documenting study processes &amp; changes, and generating graphs.
        "
Data Engineer,Remote - During Pandemic Job, CA,"
            Full-time position starting out working remotely. Duties include developing, executing, &amp; managing multiple IT projects, determining project resource needs, assigning tasks &amp; deliverables, and ensuring compliance. Bachelor's degree required.
        "
Data Scientist,100% Remote Job, NJ,"
            An independent vendor of software is seeking a technical blogger and writer to build small projects relating to proof of concepts. Must be skilled in mobile apps, browser-side MVC and HTML5. Remote part time job with flexible schedule. 
        "
Data Analyst,Option for Remote Job, IL,"
            Full-time position with the option of remote work. Duties include operating &amp; maintaining credit risk models for mortgage loan portfolios, building algorithmic solutions, performing scenario analysis, and assessing &amp; monitoring performance &amp; risks.
        "
Data Engineer,Partial Remote Job,MI,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, IN,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, KY,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, TN,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, GA,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, FL,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, OH,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, NC,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, SC,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, WV,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, VA,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, PA,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, DC,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, CT,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, NJ,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, NY,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, RI,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, NH,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, ME,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, MD,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, DE,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,Partial Remote Job, VT,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        "
Data Engineer,100% Remote Job, CA,"
            Product manager needed for a work from home opportunity. Candidate will have three yrs' experience with online commerce. Will have an in-depth understanding in graph theory. Responsibilities include developing the product map &amp; execution of payments.
        "
Data Engineer,100% Remote Job, CA,"
            Product manager needed for a work from home opportunity. Candidate will have three yrs' experience with online commerce. Will have an in-depth understanding in graph theory. Responsibilities include developing the product map &amp; execution of payments.
        "
Data Engineer,100% Remote Job, VA,"
            Work on consulting users, carrying out experiments, tackling complex business problems, and implementing new products. Must have a bachelor's degree and 5+ years of SRE or DevOps experience. Full-time, remote position.
        "
 Consultant,100% Remote Job, MA,"
            Remote, full-time job. Needs five years' work related experience and experience with Cloud based products. Work with teams to manage, track and optimize custom success, understand customer needs and assist with understanding of products, create reports.
        "
Data Engineer,Remote - During Pandemic Job, CA,"
            Remote position will work on cutting-edge problems, participate in the engineering life-cycle, design distributed systems, write production code, conduct code reviews, and apply graph analysis techniques. BS degree required and six years of experience. 
        "
Data scientist,100% Remote Job, MI,"
            Work on SDTM/ADAM, TLFs programming supporting clinical trial execution, and regulatory submissions. Must have a bachelor's degree and technical SAS programming skills. WFH temp role for $50-$70/hour.
        "
Data Scientist,Option for Remote Job, MA,"
            The technical writer will have flexible hours and remote work options. Will create content for external and internal clients. Must have at least 5 years of relevant experience and a bachelor's degree. Job includes excellent benefits.
        "
Data Scientist,100% Remote Job, CA,"
            Remote role will develop curriculum strategy, create training content, design hands-on courses, and support instructors. Experience defining and implementing new curricula &amp; strong analytical skills required. Experience developing technical training req.
        "
 Consultant,100% Remote Job, AZ,"
            Telecommuting role for a senior consultant. Will analyze, design, code, debug and implement solutions, develop test plans, assist with product updates, analyze performance, and develop reports and dashboards. Need a bachelor's degree and five years' exp.
        "
Data Engineer,100% Remote Job, VA,"
            Remote, full-time job. Needs a bachelor's degree and ten years' work related experience. Work with  fellow associates to understand real life challenges of customers, work in product design, product management and systems architecture, develop solutions.
        "
Data Engineer,100% Remote Job,NY,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        "
Data Engineer,100% Remote Job, TX,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        "
Data Engineer,100% Remote Job, FL,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        "
Data Engineer,100% Remote Job, WA,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        "
Data Engineer,100% Remote Job, GA,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        "
Data Engineer,100% Remote Job, CA,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        "
Data Engineer,100% Remote Job, NC,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        "
Data Engineer,100% Remote Job, CO,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        "
Data Analyst,Option for Remote Job, VA,"
            Full-time role with remote option. He/she will need extensive experience with intelligence analysis, technical collections, signals intelligence, and technical exploitation. Candidates must have DOD TS/SCI clearance within the last two years. 
        "
Data Analyst,Option for Remote Job, DC,"
            Full-time role with remote option. He/she will need extensive experience with intelligence analysis, technical collections, signals intelligence, and technical exploitation. Candidates must have DOD TS/SCI clearance within the last two years. 
        "
Software Engineer,100% Remote Job, NC,"
            Provide technical assistance and hands on-participation to maintain, troubleshoot and manage enterprise applications. Must have a bachelor's degree and 2 years of experience. Full-time, remote position.
        "
Software Engineer,100% Remote Job, GA,"
            Provide technical assistance and hands on-participation to maintain, troubleshoot and manage enterprise applications. Must have a bachelor's degree and 2 years of experience. Full-time, remote position.
        "
Data Engineer,Option for Remote Job, VA,"
            Full-time position. Will draft code, develop applications, integrate software components and provide expertise. Bachelor's degree and 8+ years' related experience required. Flexible schedule. Remote option.
        "
Data Engineer,Option for Remote Job, FL,"
            Position with the option for remote work a manager, software engineering. Will attract, engage and retain talent, design, modify, develop and implement technology solutions, and participate in code and design reviews. Need a BA/BS and 10 years of exp.
        "
Data Scientist,Freelance Job, CA,"
            Contracted project manager will work with business managers to develop and automate business processes, organize multiple deployments, and perform implementation readiness reviews. Must have seven plus years of application development experience.
        "
Data scientist,Partial Remote Job, NY,"
            Seeking candidate with ten years' experience leading global compliance programs to be responsible for implementation of the compliance program, act as a strategic partner for senior leadership, and lead investigations and remediation. Partial remote job.
        "
Director of work,100% Remote Job, PA,"
            Write and edit clinical regulatory documents (all document types) including responses to Health Authority Agencies for a pharma company. Must have a master's degree and 10 years of experience. Full-time, remote position.
        "
Data Engineer,100% Remote Job, MA,"
            Seeking a manager of medical writing for a work-from-home opportunity. Will produce content, plan/format key documents, and review documents. Bachelor's degree and four-plus yrs' exp. in medical writing req. 
        "
Teacher,Option for Remote Job, MA,"
            Full-time position. Remote option. Will perform inspections, handle database audits, report findings, review deviations and maintain QA files. Bachelor's degree and 8+ years' related experience required. 
        "
 Consultant,100% Remote Job, CA,"
            Remote job for candidate who will play a central role in the sharing of web analytics insights to leadership and digital teams and be responsible for development, testing, deployment, and launch of reporting. Three years' web analytics reporting exp. req.
        "
Data Engineer,100% Remote Job,VA,"
            Full-time, remote candidate will plan and implement projects that inform the product roadmap, define the strategy for event trigger compensation, and create processes that can scale and be tracked. Must have 5+ years of program management experience.
        "
Software Engineer,Option for Remote Job, NC,"
            Freelance Salesforce Developer and design and administer SFDC. Tasks include creating Apex code, supporting test cases, workflow rules and more. Document enhancements and create test scripts. Must have strong Apex coding exp. Remote work allowed. 
        "
Data Analyst,100% Remote Job,CA,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, CO,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, GA,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, IL,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, MN,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, NC,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, NJ,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, NM,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, NY,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, OR,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, TX,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Data Analyst,100% Remote Job, WA,"
            Full-time remote role will be responsible for reporting and developing business strategies. Will develop reporting capabilities and provide analysis support. Bachelor's degree and 1+ year of experience in analytical role required. 
        "
Software Engineer,Option for Remote Job, CA,"
            Develop web-based software in Agile environment, write and review clean code, and collaborate with teams to understand business needs of clients. Remote, full-time. Requires BA, 5 years' software development experience, and programming proficiency.
        "
Data Engineer,Partial Remote Job,IL,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, MO,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, MN,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, TX,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, NM,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, OR,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, CA,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, AZ,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, NV,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,Partial Remote Job, WA,"
            Full-time, partially remote position. Duties include building a strategy &amp; roadmap for AI solutions, gathering &amp; prioritizing customer requirements, defining vision, and developing strong &amp; constructive business relationships. Some travel required.
        "
Data Engineer,100% Remote Job, TX,"
            Full-time position. Will scale-out features, conduct research, meet customer needs and provide industry-specific expertise. Bachelor's degree and 5+ years' related engineering experience required. Telecommute.
        "
Data Scientist,Partial Remote Job, CA,"
            Partial remote. Oversee technical projects for molecular &amp; genetic research teams, improve processes and understand client requirements, provide staff coaching, and understand resource allocation. Requires BA and 3+ years' project management experience.
        "
Data Engineer,100% Remote Job, CA,"
            Remote job for candidate who will be part of a larger team collaborating closely with operations teams to define technology and features to meet evolving business needs and manage solutions implementation. BA/BS degree and project management exp. req.
        "
Health care,100% Remote Job, PA,"
            An online adjunct faculty member is needed to teach university students a course in Health Informatics. Previous adult teaching experience is needed. Part-time, remote temporary position lasting eight weeks. Pay is $2,500 per course. 
        "
 Marketing,100% Remote Job,FL,"
            Ideate and create processes that fulfill business needs across software packages. Must have a bachelor's degree and experience with Tableau, Google Analytics, Salesforce, and eCommerce platforms. Full-time, remote position.
        "
 Marketing,100% Remote Job, PA,"
            Ideate and create processes that fulfill business needs across software packages. Must have a bachelor's degree and experience with Tableau, Google Analytics, Salesforce, and eCommerce platforms. Full-time, remote position.
        "
 Marketing,100% Remote Job, NC,"
            Ideate and create processes that fulfill business needs across software packages. Must have a bachelor's degree and experience with Tableau, Google Analytics, Salesforce, and eCommerce platforms. Full-time, remote position.
        "
 Marketing,100% Remote Job, NY,"
            Ideate and create processes that fulfill business needs across software packages. Must have a bachelor's degree and experience with Tableau, Google Analytics, Salesforce, and eCommerce platforms. Full-time, remote position.
        "
