title,description,state,job_site,jobtype
Backend Engineer,"
            Full-time remote role. He/she will design highly scalable backend microservices for games, improve infrastructure tools, and execute flexible, scalable solutions. Bachelor's degree in computer <b>science</b> or engineering and 4+ years' experience required.
        ",CA,flexjob,Remote
Backend Engineer,"
            Full-time remote role. He/she will design highly scalable backend microservices for games, improve infrastructure tools, and execute flexible, scalable solutions. Bachelor's degree in computer <b>science</b> or engineering and 4+ years' experience required.
        ", WA,flexjob,Remote
Research Associate,"
            Remote-to-start role for a research associate. Will help design/plan/implement <b>data</b> collection instruments, conduct technical reviews, quality check <b>data</b> files, conduct analyses, produce summary statics, and write reports. Need a MA/MS and relevant exp.
        ", DC,flexjob,Remote - During Pandemic Job
Research Associate,"
            Remote-to-start role for a research associate. Will help design/plan/implement <b>data</b> collection instruments, conduct technical reviews, quality check <b>data</b> files, conduct analyses, produce summary statics, and write reports. Need a MA/MS and relevant exp.
        ", IL,flexjob,Remote - During Pandemic Job
Research Associate,"
            Remote-to-start role for a research associate. Will help design/plan/implement <b>data</b> collection instruments, conduct technical reviews, quality check <b>data</b> files, conduct analyses, produce summary statics, and write reports. Need a MA/MS and relevant exp.
        ", MA,flexjob,Remote - During Pandemic Job
Research Associate,"
            Remote-to-start role for a research associate. Will help design/plan/implement <b>data</b> collection instruments, conduct technical reviews, quality check <b>data</b> files, conduct analyses, produce summary statics, and write reports. Need a MA/MS and relevant exp.
        ", CA,flexjob,Remote - During Pandemic Job
Research Associate,"
            Remote-to-start role for a research associate. Will help design/plan/implement <b>data</b> collection instruments, conduct technical reviews, quality check <b>data</b> files, conduct analyses, produce summary statics, and write reports. Need a MA/MS and relevant exp.
        ", TX,flexjob,Remote - During Pandemic Job
Research Associate,"
            Remote-to-start role for a research associate. Will help design/plan/implement <b>data</b> collection instruments, conduct technical reviews, quality check <b>data</b> files, conduct analyses, produce summary statics, and write reports. Need a MA/MS and relevant exp.
        ", NC,flexjob,Remote - During Pandemic Job
Research Associate,"
            Remote-to-start role for a research associate. Will help design/plan/implement <b>data</b> collection instruments, conduct technical reviews, quality check <b>data</b> files, conduct analyses, produce summary statics, and write reports. Need a MA/MS and relevant exp.
        ", WA,flexjob,Remote - During Pandemic Job
Solutions Consultant,"
            Solutions consultant needed for a full-time, remote option position requiring ten+ years' relevant experience, computer <b>science</b> or related degree, programming proficiency, and travel ability. Will generate solutions, write code, assess client needs.
        ", OH,flexjob,Option for Remote Job
Solutions Architect,"
            Seeking a solutions architect for a partially remote position requiring ten+ years' experience with pre or post sales, a computer <b>science</b> or closely related BA/BS, strong problem-solving skills, extensive travel, and exceptional programming knowledge.
        ",NH,flexjob,Partial Remote Job
Solutions Architect,"
            Seeking a solutions architect for a partially remote position requiring ten+ years' experience with pre or post sales, a computer <b>science</b> or closely related BA/BS, strong problem-solving skills, extensive travel, and exceptional programming knowledge.
        ", CT,flexjob,Partial Remote Job
Solutions Architect,"
            Seeking a solutions architect for a partially remote position requiring ten+ years' experience with pre or post sales, a computer <b>science</b> or closely related BA/BS, strong problem-solving skills, extensive travel, and exceptional programming knowledge.
        ", MA,flexjob,Partial Remote Job
Solutions Architect,"
            Seeking a solutions architect for a partially remote position requiring ten+ years' experience with pre or post sales, a computer <b>science</b> or closely related BA/BS, strong problem-solving skills, extensive travel, and exceptional programming knowledge.
        ", RI,flexjob,Partial Remote Job
Senior Backend Software Engineer,"
            Remote position will architect, design/implement backend services, come up with new features/products, instrument, test, profile/code review software, and scale software infrastructure. BS degree in Computer <b>science</b> required and five years of experience.
        ", NY,flexjob,Option for Remote Job
Clinical SAS Programmer,"
            Remote, temporary job for candidate who will lead and review STM specs, collaborate with cross functional teams on an ongoing basis representing statistical programming, and review <b>data</b> management documents. BA/BS degree and <b>data</b> visualization exp. req.
        ", NM,flexjob,Remote
"Software Engineer, Web Frontend","
            Build and deploy solutions to complicated UI challenges, develop TypeScript/React, and evolve the design system and processes for frontend enablement. A BS in Computer <b>Science</b> and 5+ years of experience are needed. Work flexible hours.
        ", NY,flexjob,Flexible Schedule Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ",IN,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", AZ,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", CO,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", DC,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", FL,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", MA,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", MI,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", MN,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", NC,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", NY,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", OR,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", TX,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", UT,flexjob,Option for Remote Job
Solutions Architect,"
            Solutions architect needed for a full-time, remote option position requiring a computer or <b>science</b>-focused bachelor's degree, two+ years' technical experience, travel ability, strong problem-solving skills. Will build solutions, support client needs.
        ", WA,flexjob,Option for Remote Job
Public Health Informatician,"
            Provide support to federal agencies with decision making using <b>data</b> and technology infrastructure. Must have a bachelor's degree and 10+ years' experience at a local, state, tribal, territorial, or federal public health agency. Remote options.
        ", GA,flexjob,Option for Remote Job
Technical Support Engineer,"
            Work-at-home position working with various teams and customers providing technical support. Resolve issues, analyze problems, provide consultations, and write utilities and tools. A BS in computer <b>science</b> and 5 years of experience are required.
        ", MA,flexjob,Remote
Java Developer,"
            Developer needed for a full-time, remote position requiring three+ years' similarly focused experience, extensive knowledge of relevant programming languages. Computer <b>science</b> or similarly focused BA/BS a plus. Will write code, resolve issues.
        ",Nis,flexjob,Remote
Lead Informatics Consultant,"
            Partial remote position will perform applied statistical research/customer analysis of healthcare <b>data</b>, make recommendations about <b>data</b> collection methods, present analytic reports, and deliver solutions. BA degree required and five years of experience.
        ", AZ,flexjob,Partial Remote Job
Purchasing Assistant,"
            Be in charge of daily general office duties for the Animal Dairy &amp; Veterinary <b>Sciences</b> at a university in Utah. Excellent customer service skills and computer/spreadsheet skills are required. Part-time temp job for $11/hour with some remote work.
        ", UT,flexjob,Partial Remote Job
Product Analyst,"
            Support NIS cloud teams in administration functions regarding the cloud integration platform. Oversee compliance, repositories, planning, risk mitigation, and delivery. A bachelor of <b>science</b> degree and at least a year of experience are required. Remote.
        ", CA,flexjob,Option for Remote Job
Product Analyst,"
            Support NIS cloud teams in administration functions regarding the cloud integration platform. Oversee compliance, repositories, planning, risk mitigation, and delivery. A bachelor of <b>science</b> degree and at least a year of experience are required. Remote.
        ", UT,flexjob,Option for Remote Job
"Manager, Senior Manager - Senior Cloud Architect","
            Remote job for candidate who will design end-to-end big <b>data</b> platforms, define and lead strategy discussions, and identify, design, and implement process improvements such as automation. Bachelor's degree and big <b>data</b>, relational SQL, and Azure exp. req.
        ", DC,flexjob,Remote
"Manager, Senior Manager - Senior Cloud Architect","
            Remote job for candidate who will design end-to-end big <b>data</b> platforms, define and lead strategy discussions, and identify, design, and implement process improvements such as automation. Bachelor's degree and big <b>data</b>, relational SQL, and Azure exp. req.
        ", CA,flexjob,Remote
"Manager, Senior Manager - Senior Cloud Architect","
            Remote job for candidate who will design end-to-end big <b>data</b> platforms, define and lead strategy discussions, and identify, design, and implement process improvements such as automation. Bachelor's degree and big <b>data</b>, relational SQL, and Azure exp. req.
        ", NC,flexjob,Remote
"Manager, Senior Manager - Senior Cloud Architect","
            Remote job for candidate who will design end-to-end big <b>data</b> platforms, define and lead strategy discussions, and identify, design, and implement process improvements such as automation. Bachelor's degree and big <b>data</b>, relational SQL, and Azure exp. req.
        ", TX,flexjob,Remote
Senior Full Stack Engineer,"
            The sr. full stack engineer will create web apps &amp; user interfaces, drive solutions for how research <b>data</b> is managed, &amp; resolve technical issues. This temporary job will be remote during COVID-19. Requires at least 10 years' full stack engineering exp.
        ", NJ,flexjob,Remote - During Pandemic Job
Signout Laboratory Director,"
            Remote F/T sign out laboratory director needed to review and sign out clinical cases in cancer, immunological, hematological genetics, and other areas. M.D. or Ph.D. in a biological <b>science</b> field and experience in relevant molecular testing required.
        ", CA,flexjob,Remote
Senior Software Engineer,"
            Full-time remote role. He/she will design and code scalable features, collaborate with cross-functional team, and participate in full project life-cycle. Bachelor's degree in Computer <b>Science</b> and 5+ years' engineering experience required.
        ",WA,flexjob,Remote
Senior Software Engineer,"
            Full-time remote role. He/she will design and code scalable features, collaborate with cross-functional team, and participate in full project life-cycle. Bachelor's degree in Computer <b>Science</b> and 5+ years' engineering experience required.
        ", CA,flexjob,Remote
Real World Evidence Sales Project Manager,"
            Remote position will be responsible for organizing/managing day-to-day activities that lead to new clinical studies and identify <b>science</b> companies who will likely purchase services to support the purchasing process. BA degree and one-year exp. required.
        ", RI,flexjob,Remote
"Medical Director, Research","
            Full-time position. Will conduct research, collaborate with team, interpret results, provide clinical input, translate <b>data</b> and interface with technology. MD and 2+ years' related experience required. Flexible schedule.
        ", NY,flexjob,Flexible Schedule Job
"Medical Director, Research","
            Full-time position. Will conduct research, collaborate with team, interpret results, provide clinical input, translate <b>data</b> and interface with technology. MD and 2+ years' related experience required. Flexible schedule.
        ", CA,flexjob,Flexible Schedule Job
Database Administrator,"
            Will coordinate security efforts, perform upgrades, and maintain user access lists. Bachelor's degree in Computer <b>Science</b> and at least five yrs' exp. in the field required. This is a partially remote position.
        ", FL,flexjob,Partial Remote Job
"Senior Statistical Consultant, Biostatistics","
            The contractor will support drug development projects, create SAPs &amp; <b>data</b> capture systems, &amp; analyze <b>data</b>. Teleworking is permitted. A master's degree or PhD in Biostatistics or Statistics is required; those with the former need three years' experience.
        ", CA,flexjob,Option for Remote Job
"Mobile Software Engineer, iOS, Swift","
            Collaborate with a team of product managers, designers, QA, and other developers to drive mobile projects from beginning to end. Must have a strong software engineering background with understanding of computer <b>science</b> fundamentals. WFH.
        ", CA,flexjob,Option for Remote Job
"Consultant, Analytics","
            Remote role. Provide <b>data</b> analysis and build models and dashboards to support strategic planning efforts, respond to client questions, minimize company risk, and provide insights to stakeholders. Requires 1 year experience and programming proficiency.
        ", NY,flexjob,Remote
Senior .NET Sitecore Developer,"
            Remote F/T senior .NET Sitecore developer needed to coordinate and support development activities. Bachelor's in Computer <b>Science</b>, 5+ years professional development experience, Sitecore certification, and API web services experience required.
        ", TX,flexjob,Remote
Senior Software Engineer,"
            Responsible for interpreting the requirements of various Big <b>Data</b> Analytic, use cases and scenarios, and driving the design and implementation of <b>data</b> models. Must have a master's and 6 years of experience in <b>data</b> engineering or software development. WFH.
        ", TX,flexjob,Remote - During Pandemic Job
Finance Manager,"
            Collaborate with teams to analyze <b>data</b> and build dashboards and visualizations, communicate with leadership teams, understand client requirements, and encourage business development. Remote in pandemic. Requires BA and 5 years' finance experience.
        ", NY,flexjob,Remote - During Pandemic Job
"Director, Health Equity","
            Lead the design and deployment of equity frameworks into patient support, monitor the latest trends and prostate cancer <b>science</b>, develop and execute plans and manage relationships and resources. Remote work is allowed during the COVID-19 pandemic.
        ", DC,flexjob,Remote - During Pandemic Job
Sales Operations Analyst III,"
            Full-time position. Will conduct analyses, provide training, assist with forecasting, work on special projects and compile <b>data</b>. Bachelor's degree and related experience required. Telecommute option.
        ", FL,flexjob,Option for Remote Job
Strategy Operations Advisor,"
            Optional remote job for candidate who will build and enhance the profitability <b>data</b> model and infrastructure, serve as the strategic and technical implementation partner, and develop executive materials. 3 years' business trends exp. and BA/BS degree req.
        ", RI,flexjob,Option for Remote Job
Full Stack Engineer,"
            Remote-during-pandemic position for a full-stack engineer. Will participate in the full lifecycle of projects, design, code, unit tests and maintain codebases, and participate in code review processes. Need a computer <b>science</b> degree and three years' exp.
        ", CA,flexjob,Remote - During Pandemic Job
IT Product Manager,"
            Remote position will align business/<b>data</b> strategy, lead research, strategy creation/development of new <b>data</b> products or services to improve customer experience, identify sources of <b>data</b>, and analyze <b>data</b> progress. BA degree required and ten years of exp.
        ", NC,flexjob,Option for Remote Job
IT Product Manager,"
            Remote position will align business/<b>data</b> strategy, lead research, strategy creation/development of new <b>data</b> products or services to improve customer experience, identify sources of <b>data</b>, and analyze <b>data</b> progress. BA degree required and ten years of exp.
        ", NY,flexjob,Option for Remote Job
IT Support Specialist,"
            Part-time, temporary position. Duties include maintaining a file share management system, providing technical expertise &amp; specifications for <b>data</b> submitters, generating analytical reports, and troubleshooting hardware issues. Bachelor's preferred.
        ", TX,flexjob,Temporary Job
Professional Services Consultant,"
            Work with clients to optimize complex software implementations.  Some remote. Desire BA/BS in finance, computer <b>science</b>, mathematics or related experience. Need 3-5 years exper. in technical consulting. Travel: up to 80%; mostly in the northeast.
        ", PA,flexjob,Partial Remote Job
Professional Services Consultant,"
            Work with clients to optimize complex software implementations.  Some remote. Desire BA/BS in finance, computer <b>science</b>, mathematics or related experience. Need 3-5 years exper. in technical consulting. Travel: up to 80%; mostly in the northeast.
        ", DC,flexjob,Partial Remote Job
Professional Services Consultant,"
            Work with clients to optimize complex software implementations.  Some remote. Desire BA/BS in finance, computer <b>science</b>, mathematics or related experience. Need 3-5 years exper. in technical consulting. Travel: up to 80%; mostly in the northeast.
        ", MA,flexjob,Partial Remote Job
Professional Services Consultant,"
            Work with clients to optimize complex software implementations.  Some remote. Desire BA/BS in finance, computer <b>science</b>, mathematics or related experience. Need 3-5 years exper. in technical consulting. Travel: up to 80%; mostly in the northeast.
        ", OH,flexjob,Partial Remote Job
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ",MI,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", IN,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", KY,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", TN,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", GA,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", FL,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", OH,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", NC,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", SC,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", WV,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", VA,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", PA,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", DC,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", CT,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", NJ,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", NY,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", RI,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", NH,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", ME,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", MD,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", DE,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", VT,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", ND,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", SD,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", NE,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", KS,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", OK,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", TX,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", MN,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", IA,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", MO,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", AR,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", LA,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", WI,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", IL,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", MS,flexjob,Remote
"QlikView, Qlik Sense Developer","
            Full-time, remote position. Responsibilities include supporting <b>data</b> management &amp; reporting needs, creating meaningful &amp; accurate analyses, reports, &amp; <b>data</b> visualizations, contributing to process improvements, and troubleshooting &amp; resolving issues.
        ", AL,flexjob,Remote
Full-Stack Web Developer,"
            Remote, full-time. Build productivity applications and <b>data</b> tools, design product roadmaps, and analyze <b>data</b> security for organization. Requires knowledge of programming, HTML, CSS, JavaScript, and strong communication skills.
        ", DC,flexjob,Option for Remote Job
Product Specialist,"
            Remote in pandemic. Develop curriculum and promote sales of products, collect and analyze marketing <b>data</b>, provide training to teams, and support product development efforts. Requires BA, 1+ year product management experience, and Chinese fluency.
        ", CA,flexjob,Remote - During Pandemic Job
"Product Manager, Recommendations","
            Remote in pandemic. Utilize user <b>data</b> to make product recommendations, support feature enhancements, maintain relationship with business contacts, and maintain machine learning systems. Requires 4+ years' technical development experience.
        ", CA,flexjob,Remote - During Pandemic Job
"Product Manager, Recommendations","
            Remote in pandemic. Utilize user <b>data</b> to make product recommendations, support feature enhancements, maintain relationship with business contacts, and maintain machine learning systems. Requires 4+ years' technical development experience.
        ", UT,flexjob,Remote - During Pandemic Job
"Director, Senior Product Manager","
            Full-time job, Remote during pandemic. Needs bachelors' degree and expertise with online fraud. Deal with vast amounts of <b>data</b>, draw conclusions and product features by finding global correlations and patterns in <b>data</b>, plan and release product updates.
        ", NY,flexjob,Remote - During Pandemic Job
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ",ND,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", SD,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", NE,flexjob,Remote
Qlik Developer,"
            Remote Qlik developer needed to assist with the analytical reporting needs of the business. Bachelor's degree, 3 years of <b>data</b> reporting and analysis experience using QlikView and/or QlikSense, &amp; exp in extract, transform, and loading process of <b>data</b> req.
        ", KS,flexjob,Remote
