title,description,city,state,job_site,jobtype,salary
Data Scientist,"Ph.D. or Masterâ€™s in data science, bioinformatics, or a closely related field or B.S. with 3-5 years of post-degree work experience.",Durham,NC,Simplyhired,,150000
Data Scientist ,"Experience bridging the gap between engineering and data science groups. Our group excels in the â€˜how' of data science â€“ how to write repeatable code, how toâ€¦",,,Simplyhired,Remote,155000
Data Scientist,"Being the expert on where data originates, how they are mapped and utilized in our products, and ultimately what value data delivers to our customers.",,,Simplyhired,Remote,155000
Data Scientist ,"Deploy data science solutions: Java, Python, C++. 5+ years of recent professional industry experience in data science/software engineering.",Denver,CO,Simplyhired,,157000
Data Scientist ,"Manage scope and evaluate priorities to efficiently balance resources for data science projects. In this role, you will work with the data science team toâ€¦",,,Simplyhired,Remote,157000
Data Scientist,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environmentsâ€”with complete softwareâ€¦",Austin,TX,Simplyhired,,169000
Data Scientist ,"Begin to manage analytical initiatives, develop junior data scientists and communicate analyses with leaders and key business stakeholders.",Northbrook,IL,Simplyhired,,169000
Data Scientist,These programs support research and education that expand the knowledge base of the mathematical and statistical sciences through awards to individualâ€¦,Alexandria,VA,Simplyhired,,174225
Data Scientist,Strong technical skills related to the management of GIS data. Responsible for management of Geospatial data related projects including gathering ofâ€¦,Woodbridge,VA,Simplyhired,,174225
Data Scientist ,"BigBear.ai provides a comprehensive suite of solutions including artificial intelligence and machine learning, data science, advanced analytics, offensive andâ€¦",San Diego,CA,Simplyhired,,175000
Data Engineer,"Closely collaborate with operations and data science to create scalable solutions for product problems. Manage data and meta-data, structuring it properly viaâ€¦",Baltimore,MD,Simplyhired,,175000
Data Engineer,Generating representative data sets for systems development and data science initiatives. 4+ years of experience designing data models and data warehousesâ€¦,Chantilly,VA,Simplyhired,,180000
Data Scientist,"Demonstrate data science capabilities through understanding and application of the math, statistics and machine learning to build software prototypes based onâ€¦",Santa Clara,CA,Simplyhired,,180000
Data Scientist ,Solid knowledge of data structures and algorithms. Mentor and grow other software engineers and data scientists across teams.,Washington,DC,Simplyhired,,187000
Data Scientist ,"Passion to answer Product/Engineering questions with data. Can fish for data: SQL, Pandas, MongoDB. Can do big data modeling work: Hadoop, Pig, Scala, Spark.",,,Simplyhired,Remote,187000
Data Scientist ,"Passion to answer Product/Engineering questions with data. Can fish for data: SQL, Pandas, MongoDB. Can do big data modeling work: Hadoop, Pig, Scala, Spark.",Denver,CO,Simplyhired,,187000
Data Engineer,Advanced programming experience in programming languages used in analytics and data science (e.g. Python). As a Data Engineering Lead or Consultant on the Dataâ€¦,Mayfield Village,OH,Simplyhired,,187000
Data Engineer,"Foundation in computer science, software engineering, system architecture, statistical/quantitative modeling with ability to process large volumes of structuredâ€¦",Mayfield Village,OH,Simplyhired,,187000
Statistician,Collaborate with Data Science and Statistics to define data collection methods and requirements such that the downstream signal processing and data analysis canâ€¦,,,Simplyhired,Remote,187000
Data Scientist,"User interface design and prototyping data visualizations. 4 years of experience developing, implementing, and supporting the usage of data visualizationâ€¦",North Charleston,SC,Simplyhired,,95000
