title,description,state,job_site,company
Data Scientist ,Demonstrated data visualization literacy and the ability to select visualizations appropriate for a given business need.,,Simplyhired,Advansys Inc
Data Analyst,"Bachelors or equivalent experience in statistics, computer science, engineering, informatics, data science, or related field; additional business degree is aâ€¦",,Simplyhired,Fractal Analytics
Data Scientist ,"As an Associate Data Scientist, you will be involved first hand with actual data science projects and writing code that matters.",TN,Simplyhired,Permanent General Assurance Corp.
Data Scientist,Analyzes information using data manipulation and statistical analysis to evaluate new and existing programs and procedures.,AL,Simplyhired,Farmers Insurance Group
Data Scientist,"Data structures and common methods in data transformation. Strong understanding of qPCR and amplification curve data. Job Types: Full-time, Contract.",,Simplyhired,Infipact
Data Scientist,Good data visualization and communication skills. This will include preparing and delivering presentations with rich data visualizations and meaningful businessâ€¦,CA,Simplyhired,ModivCare
Data Scientist ,Gather and characterize data inputs and outputs for the models. Has 3-5 years of experience in python programming and 1+ years of experience using modeling andâ€¦,,Simplyhired,Blueprint Power
Data Scientist ,"Provide support in creating/coding, designing and testing pilot data-driven predictive/descriptive analytical models. Health plan: 2 years (Preferred).",,Simplyhired,Presbyterian Healthcare Services
Data Scientist,Creating complex data visualizations in Tableau. Creating complex custom data queries in SQL. Creating complex data models in SAS or R or Python.,DE,Simplyhired,"Continental Finance Company, LLC"
Data Scientist ,We are seeking a data scientist or statistician to: Deliver a plan of action for promotions that is data driven.,,Simplyhired,Delta Faucet Company
Data Scientist,Becomes expert in data warehouse and company data sources. 2+ years analyzing data and creating reports. Bachelorâ€™s degree with a data/ technical emphasis.,PA,Simplyhired,Radius Global Solutions LLC
Data Scientist,"Working knowledge of big data manipulation is plus. Design and drive the creation of new standards and best practices in the use of statistical data modeling,â€¦",,Simplyhired,AvantStay
Data Analyst,Handling large data sets and relational databases. Designing and maintaining data schemas and databases. Visualizing and presenting data to stakeholders usingâ€¦,VA,Simplyhired,CloudPareto
Data Scientist ,"Ph.D. (preferred) or M.S. degree in statistics, applied math, data science, or a related field. Lead dashboard creation to clearly communicate data and findingsâ€¦",DC,Simplyhired,"Shenandoah Growers, Inc."
Data Engineer,Ability to manage and work with data that involves some complex transformations. Successful applicants will work on data and applications to support pharmacistsâ€¦,CA,Simplyhired,MedWatchers Inc
Data Engineer,"Experience with biological and entomological data and analysis. Experience using software tools and languages (for example SAS, R, Python, SLQ, or Java) toâ€¦",MD,Simplyhired,US Animal and Plant Health Inspection Service
Data Scientist,"Skills with analyzing and deconstructing very large data sets. Conduct statistical analysis, 3rd party data integration and hypothesis testing.",CO,Simplyhired,Verizon
Data Analyst,"Promote data literacy and a data driven decision culture. Must know when and where to use appropriate data; recognize when data is misleading, misrepresented orâ€¦",TN,Simplyhired,A. O. Smith Corporation
Data Analyst,"Maintains an operational level of knowledge in industry leading data architecture practices, technology and methods, including relational database, dataâ€¦",VA,Simplyhired,"Dfuse Technologies, Inc."
Data Scientist,Must have demonstrated experience with: Modern AI methods and developing AI systems using unstructured text analytics; use of AI and natural language processingâ€¦,NC,Simplyhired,North Carolina State University
Data Analyst,Identify patterns and connections across varying data sets to enrich master data lists and enhance data processing. Familiarity with ETL tools is a plus.,,Simplyhired,GHX
Data Engineer,O Create and maintain optimal data pipeline architecture. Experience developing highly scalable data platform and reliable pipe.,MD,Simplyhired,Pacific Gas and electric company
Data Analyst,ï‚· Supervise data analysts fulfilling requests for data or reports made by DOHMH leadership. We are seeking to fill one senior data analyst position in the COVIDâ€¦,NY,Simplyhired,Fund For Public Health In New York Inc
Data Analyst,"Industry experience in a data analyst role. Have opportunities to work with and learn from other data analysts, data scientists, and software engineers in aâ€¦",,Simplyhired,Galvanize Inc
Data Scientist,Present information using data visualization techniques. Work with stakeholders throughout the organization to identify opportunities for leveraging companyâ€¦,GA,Simplyhired,"Forward Air, Inc."
Data Engineer,"Data science life-cycle literacy. The ideal candidate has a BS or MS in a software engineering, computer science, or related field of study.",CO,Simplyhired,E Source Companies Llc
Data Analyst,Advanced experience pulling large and complex data using SQL. Experience with a data visualization tool (e.g. SSRS).,,Simplyhired,CIBA Insurance Services
Data Engineer,"As a data engineer, you bring software engineering best practices to the production and maintenance of analytics code and bring an engineering mindset toâ€¦",,Simplyhired,Wevision LLC
Data Engineer,Collaborate with engineering teams to design and implement software solutions for data science problems. Understand ambiguous business problems and convert themâ€¦,IL,Simplyhired,Allstate
Statistician,"Evaluates the data, draws inferences and arrives at conclusions to create most effective presentation. Assures that the office supports the publishing ofâ€¦",DC,Simplyhired,US Equal Employment Opportunity Commission
Data Analyst,Gain confidence in skill application using analytics and data science techniques to manipulate large structured and unstructured data sets in order to generateâ€¦,,Simplyhired,Liberty Mutual Insurance
Data Analyst,"Curiosity and passion for data and data visualization. 4+ years of relevant experience in a data science, business analytics, business intelligence orâ€¦",TX,Simplyhired,Indeed
Data Scientist ,Experience designing data science solutions whithin a large enterprise solution architecture. Demonstrated experience developing and leading the implementationâ€¦,,Simplyhired,FedEx Services
Data Analyst,"Provide concise data reports and clear data visualizations. You must have the ability to obtain raw data from a data lake via SAS/GCP, be familiar with dataâ€¦",,Simplyhired,KeyBank
Data Analyst,"Do you have experience data managementâ€™ providing monthly statistical reporting? Analyzing large data sets, both online and offline: 2 years (Required).",GA,Simplyhired,Reliable Heating & Air
Data Analyst,"Being the expert on where data originates, how they are mapped and utilized in our products, and ultimately what value data delivers to our customers.",,Simplyhired,Clarify Health Solutions.
Data Scientist,"Bring structure to large quantities of data - turn unstructured data into structured data. Bachelorâ€™s or Masterâ€™s degree in computer science, math, economics orâ€¦",FL,Simplyhired,eMindful
Data Analyst,"Experience with advanced analytics solutions (data science, machine learning, data modeling, etc.). Including infrastructure (e.g., data engineering) nice-toâ€¦",MD,Simplyhired,KYMadvisors
Data Scientist ,Data mining unstructured data sources. Gathering and extracting data from third party sources. Enhancing data collection procedures to include information thatâ€¦,MI,Simplyhired,Trustpage
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,8+ years of total data analyst experience required. Obtain data through advanced computerized models; extrapolate data patterns through advanced algorithms;â€¦,DC,Simplyhired,BSquared Consulting
Data Engineer,"Experience building data entry, transformation, and loading pipelines for disparate data types. Experience with streaming architectures and patterns, includingâ€¦",,Simplyhired,"Hala Systems, Inc"
Data Scientist ,"With a focus on in-depth data analysis, data manipulation (ETL), modeling, and testing by using open-source tools/packages.",VA,Simplyhired,"The Air-Conditioning, Heating, and Refrigeration Institute (AHRI)"
Data Engineer,"Ideal candidates will also have experience in traditional data science (analyzing data) and more modern data science (AI, deep learning).",,Simplyhired,competitive balance analytics
Data Scientist,"2+ years of experience as a data scientist, data analyst, or similar role. Successful applicants will be innovative, intellectually curious, and well versed inâ€¦",CO,Simplyhired,Red Dot Storage
Data Analyst,"Demonstrate understanding of relational databases, data architecture, and data modeling. Able to operationalize business questions using data.",VA,Simplyhired,Excella
Data Analyst,Experience documenting ETL mappings and similar documents to provide data lineage and data transformation logic. Testing and QA of all steps of processing.,,Simplyhired,Clarify Health Solutions.
Data Scientist ,"Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics toâ€¦",DC,Simplyhired,EpochGeo
Data Scientist ,"Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics toâ€¦",DC,Simplyhired,EpochGeo
Data Engineer,"Communication and data presentation skills. Establish scalable, efficient, reproducible processes for large scale data analyses and model development.",,Simplyhired,"Luminoso Technologies, Inc"
Data Scientist,Recommend new data streams and ensure data integrity. Develop custom data models and algorithms to apply to data sets.,WA,Simplyhired,Two Barrels
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Engineer,"Development of enterprise data assets, information platforms or data spaces designed for exploring and understanding the data.",IL,Simplyhired,Allstate
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Analyst,"Hands on experience working with large data sets, including statistical analysis, data cleansing/transformation, data visualization and data mining.",CA,Simplyhired,U.S. Bank
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Statistician,"This includes formulating, amending, and verifying theoretical, statistical and empirical models and data from multiple application areas.",DC,Simplyhired,US National Cemetery Administration
Data Scientist,"Candidates for the NSA's Data Scientist roles are asked to complete a data science examination evaluating their knowledge of statistics, mathematics, andâ€¦",MD,Simplyhired,National Security Agency
Data Analyst,"Applicants must have (1) year of specialized experience equivalent to the GS-12 level using data analysis tools (sql, python, R, etc) to build and execute dataâ€¦",DC,Simplyhired,US Federal Trade Commission
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,"Demonstrated experience defining data flows, i.e., which parts of the organization generate data, which require data to function, how data flows are managed,â€¦",VA,Simplyhired,"Dfuse Technologies, Inc."
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environmentsâ€”with complete softwareâ€¦",FL,Simplyhired,IBM
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,Deep understanding of data science principles and methodologies. You will build data science models using a variety of methodologies.,GA,Simplyhired,McKinsey & Company
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,"Building predictive models using unstructured data such as free text, images, voice data. Workers compensation, general liability, and auto insurance data.",WA,Simplyhired,Liberty Mutual Insurance
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,Proficiency in processing and interpretation of data from various SAR sensors. Design SDK & API's for processing geospatial data sets at scale.,,Simplyhired,ConserWater Technologies
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Scientist ,"Mastery of SAS, R, and/or Python for data science (including machine learning). As a Data Science Advisor supporting CMS, you will be trusted to work on leadingâ€¦",MD,Simplyhired,General Dynamics Information Technology
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,"Engage with the broader Data Science organization to support, refine, and test large scale data science projects. Strong Excel and data visualization skills.",,Simplyhired,Blucora
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Statistician,"Provides expert technical direction for quality assurance/improvement of data. Highly skilled in the interpretation, evaluation and integration of nuclearâ€¦",FL,Simplyhired,US Department of the Air Force - Agency Wide
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist,Identify valuable data sources and automate the collection of data. Our plan is to build a data science team that will help us gain valuable insights fromâ€¦,GA,Simplyhired,Utility Associates
Data Scientist ,Candidate must be experienced developing robust data processing and prediction solutions for production level applications.,,Simplyhired,competitive balance analytics
Data Scientist ,"In this role, you will work on some of the latest applications of data science to business. We are looking for candidates with minimum of 3-5 years ofâ€¦",CA,Simplyhired,Innovyt
Data Engineer,Experience with time series data. Help build and maintain an AWS-based infrastructure to translate data from vendors and our proprietary data collection systemsâ€¦,NY,Simplyhired,Osso Capital
Data Scientist ,"Proficient with at least one language for data analysis and modeling, such as R, Python or SAS. Understand the competitive marketplace, business issues and dataâ€¦",,Simplyhired,Liberty Mutual Insurance
Data Scientist ,"Ability to analyze and report on complex data. Extremely strong hands-on Python, R and NLP tools with knowledge in Excel & VBA Skills,.",,Simplyhired,Cognizance Technologies
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist,"Solid experience performing data science from data discovery, cleaning, model selection, validation, and deployment; experience coding artificial intelligenceâ€¦",NJ,Simplyhired,Brilliant Infotech
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Analyst,"Industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including dataâ€¦",,Simplyhired,Indeed
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,Can analyze data and review analysis from others and identify and resolve basic data issues. Standard knowledge in the use of data sources and applications toâ€¦,IL,Simplyhired,Allstate
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,"4+ years of industry experience in predictive modeling, data science, and analysis. Experience handling terabyte size datasets, diving into data to discoverâ€¦",FL,Simplyhired,"Amazon Web Services, Inc."
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Engineer,Building data ingestion pipelines to ensure timely and quality data into our Data Lake. Collaborating with our Data Science team on data and metrics.,,Simplyhired,Catalyte
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Engineer,"Develop, and manage data systems to ingest and process data at massive scale. As a Machine Learning Engineer on the Data Science team, you will design andâ€¦",NY,Simplyhired,"FireEye, Inc."
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,Build business cases for data science applications through collaboration with business leaders and subject matter experts.,NC,Simplyhired,"Stefanini, Inc"
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,Experience developing and managing data science platform and tools. Experience developing and managing data science platform and tools within AWS.,,Simplyhired,"Amazon Web Services, Inc."
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist,"Top 5 Must Haves: predictive modeling experience, good coding skills (Python, SAS, or SQL),. Minimum education requirement: master's degree in quantitativeâ€¦",CA,Simplyhired,Winwire Technologies
Data Engineer,"Brainstorm, test, and optimize machine learning and data science solutions. A passion for solving problems with data. Experience with Python and SQL.",,Simplyhired,Nousot
Data Analyst,Work with engineering in pursuit of better data modeling and data quality. BigQuery for warehousing our data. SQL and Python for crunching data.,,Simplyhired,Hiatus
Data Scientist ,"Experience developing and maintaining enterprise-level, scalable data stores and data access platforms supporting analytics and data science solutions.",SC,Simplyhired,Atlas Executive Consulting
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,Understanding of data science techniques and MLOps. Proven experience leading the design and implementation of enterprise-scale data solutions.,GA,Simplyhired,"Insight Enterprises, Inc."
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Engineer,"Skill nice to have: Cloud (particularly AWS) experience. Job Types: Full-time, Contract. Temporarily due to COVID-19.",NY,Simplyhired,Photon Infotech
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Scientist ,"Develop expertise in products requiring price segmentation and in available analytic data. High-level knowledge of data sources, tools, and the business (lines,â€¦",,Simplyhired,Liberty Mutual Insurance
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Engineer,Transform and convert data streams into structures needed for algorithm input. They will collaborate with Data Scientists to design tools to train machineâ€¦,FL,Simplyhired,Telesis
Data Scientist,Work with social science researchers to identify relevant data needs for policy-oriented research purposes. Contribute to and help maintain data structure for aâ€¦,DC,Simplyhired,Delaware Nation Industries
Data Scientist,Gain real exposure to deep learning research. Take time to develop a deep understanding of what makes neural networks actually work by reading papers and theâ€¦,CA,Simplyhired,Generally Intelligent
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,"Manage data science team and support multiple projects collaboratively. 3+ years of experience in a data science role, building predictive algorithms and dataâ€¦",PA,Simplyhired,The IHC Group
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Engineer,"Experience building and/or pulling data using SQL. Work alongside other data scientists and software engineers to expand Indeed's catalog of tools, techniques,â€¦",,Simplyhired,Indeed
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist,"Data science: 6 years (Preferred). In-depth knowledge of algorithms, design patterns and data structures. Use Machine Learning algorithms and techniques forâ€¦",,Simplyhired,Elexis Ventures
Data Engineer,Demonstrated experience in using data science tools to analyze existing horizontal development to make recommendations for increased productivity.,CO,Simplyhired,Crowheart Energy
Statistician,Interface with various database platforms to pull data and link them logically; know how to deal with the inherent structure of the data.,DC,Simplyhired,All In Solutions
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,Simplyhired,Institute for Accountable Care
Data Scientist ,Required prior data science experience in Payments or Financial Services. Experience with integration of data from multiple data sources.,,Simplyhired,Davis Talent
Data Engineer,"Significant experience with data science, with a focus on analytics. Confidence with pragmatic use and development of data structures and algorithms.",,Simplyhired,DuckDuckGo
Data Scientist,"Analyze/interpret data, draw business inferences and clearly articulate findings for target audience. Perform and manage a variety of advanced statisticalâ€¦",CT,Simplyhired,"Corporate Systems Associates, Inc."
Statistician,Experience in presenting data reports and recommendations based on the analytical findings. Experience in applying statistical and quantitative analyticalâ€¦,DC,Simplyhired,US National Highway Traffic Safety Administration
Data Scientist,Conduct data analysis tasks in conjunction with client data SMEs. This position requires the applicant to parse disparate data sources to find the patterns andâ€¦,VA,Simplyhired,Tripoint Solutions
Data Engineer,Knowledge of cloud services (AWS preferred) and big data experience. Set the standard for machine learning best practices and data-driven decision making.,CO,Simplyhired,Ibotta
Data Scientist ,"Expert experience with data pipelines, data tools, and data organization for analytics. Lead the data strategy, including data storage, data modeling, dataâ€¦",MD,Simplyhired,Wellstone Technologies
Data Engineer,"We have deterministic formatting, zero linter errors, wide type coverage with MyPy, etc. Some of us have been working remotely for decades now, and weâ€¦",CA,Simplyhired,Generally Intelligent
Data Scientist,"At least 8 yearsâ€™ experience in data analytics or data science roles including 5 yearsâ€™ experience leading a high performing, collaborative data analytics team.",NY,Simplyhired,Jackson Lewis P.C
Data Scientist,"Problem-solving with product and business teams, advise executive team how to leverage data science across the company.",,Simplyhired,HK Tech
Data Scientist,"Problem-solving with product and business teams, advise executive team how to leverage data science across the company. Data science: 3 years (Required).",,Simplyhired,"HK Consulting, Inc."
Statistician,Review statistical literature for data and research methodology appropriate for inclusion in the research process and also as a means of helping to evaluate theâ€¦,AZ,Simplyhired,US Internal Revenue Service
Data Scientist,"This position drives agency innovation and delivers expert business intelligence with respect to data governance, data visualization, data analysis andâ€¦",,Simplyhired,US Department of Veterans Affairs
Statistician,"Apply standard statistical and/or data management software package(s) to execute data processing, data modeling, and technically complicated data analysis withâ€¦",UT,Simplyhired,"US Veterans Affairs, Inspector General"
Data Engineer,Experience in data training means it will be advantage. Should be working in both natural language processing and machine learning processing.,,Simplyhired,Nengu Tech Limited
Data Scientist,"Determining sources of data, plans, and using advanced predictive analysis, data visualization, modeling, machine learning, and data science methods to validateâ€¦",IL,Simplyhired,"US Air Force Elements, U.S. Transportation Command"
Data Scientist,"Ph.D. or Masterâ€™s in data science, bioinformatics, or a closely related field or B.S. with 3-5 years of post-degree work experience.",NC,Simplyhired,PrimeNeuro
Data Scientist ,"Experience bridging the gap between engineering and data science groups. Our group excels in the â€˜how' of data science â€“ how to write repeatable code, how toâ€¦",,Simplyhired,Liberty Mutual Insurance
Data Scientist,"Being the expert on where data originates, how they are mapped and utilized in our products, and ultimately what value data delivers to our customers.",,Simplyhired,Clarify Health Solutions.
Data Scientist ,"Deploy data science solutions: Java, Python, C++. 5+ years of recent professional industry experience in data science/software engineering.",CO,Simplyhired,Indeed
Data Scientist ,"Manage scope and evaluate priorities to efficiently balance resources for data science projects. In this role, you will work with the data science team toâ€¦",,Simplyhired,SFL Scientific
Data Scientist,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environmentsâ€”with complete softwareâ€¦",TX,Simplyhired,IBM
Data Scientist ,"Begin to manage analytical initiatives, develop junior data scientists and communicate analyses with leaders and key business stakeholders.",IL,Simplyhired,Allstate
Data Scientist,These programs support research and education that expand the knowledge base of the mathematical and statistical sciences through awards to individualâ€¦,VA,Simplyhired,US National Science Foundation
Data Scientist,Strong technical skills related to the management of GIS data. Responsible for management of Geospatial data related projects including gathering ofâ€¦,VA,Simplyhired,Prince William County Service Authority
Data Scientist ,"BigBear.ai provides a comprehensive suite of solutions including artificial intelligence and machine learning, data science, advanced analytics, offensive andâ€¦",CA,Simplyhired,"BigBear, Inc."
Data Engineer,"Closely collaborate with operations and data science to create scalable solutions for product problems. Manage data and meta-data, structuring it properly viaâ€¦",MD,Simplyhired,CreditXpert
Data Engineer,Generating representative data sets for systems development and data science initiatives. 4+ years of experience designing data models and data warehousesâ€¦,VA,Simplyhired,"Scuttlebutt Services, LLC"
Data Scientist,"Demonstrate data science capabilities through understanding and application of the math, statistics and machine learning to build software prototypes based onâ€¦",CA,Simplyhired,Analatom Inc.
Data Scientist ,Solid knowledge of data structures and algorithms. Mentor and grow other software engineers and data scientists across teams.,DC,Simplyhired,Indeed
Data Scientist ,"Passion to answer Product/Engineering questions with data. Can fish for data: SQL, Pandas, MongoDB. Can do big data modeling work: Hadoop, Pig, Scala, Spark.",,Simplyhired,Indeed
Data Scientist ,"Passion to answer Product/Engineering questions with data. Can fish for data: SQL, Pandas, MongoDB. Can do big data modeling work: Hadoop, Pig, Scala, Spark.",CO,Simplyhired,Indeed
Data Engineer,Advanced programming experience in programming languages used in analytics and data science (e.g. Python). As a Data Engineering Lead or Consultant on the Dataâ€¦,OH,Simplyhired,Progressive
Data Engineer,"Foundation in computer science, software engineering, system architecture, statistical/quantitative modeling with ability to process large volumes of structuredâ€¦",OH,Simplyhired,Progressive
Statistician,Collaborate with Data Science and Statistics to define data collection methods and requirements such that the downstream signal processing and data analysis canâ€¦,,Simplyhired,Tellus Solutions
Data Scientist,"User interface design and prototyping data visualizations. 4 years of experience developing, implementing, and supporting the usage of data visualizationâ€¦",SC,Simplyhired,Atlas Executive Consulting
