title,description,state,job_site
Data Engineer,"
            The machine learning (ML) engineer will improve the accuracy of production ML systems, own the performance of ML problems, &amp; work on training <b>data</b> sets &amp; error analysis. Requires five+ years' software design &amp; development exp.
        ",,
Software Engineer,"
            Temp-to-hire, remote position for a front-end developer. Will build, extend and deploy websites and microsites, develop WordPress CMS <b>data</b> structures, convert designs, and participate in testing, implementation and maintenance. Need seven years of exp.
        ",,
Software Engineer,"
            Temp-to-hire, remote position for a front-end developer. Will build, extend and deploy websites and microsites, develop WordPress CMS <b>data</b> structures, convert designs, and participate in testing, implementation and maintenance. Need seven years of exp.
        ",,
Software Engineer,"
            Temp-to-hire, remote position for a front-end developer. Will build, extend and deploy websites and microsites, develop WordPress CMS <b>data</b> structures, convert designs, and participate in testing, implementation and maintenance. Need seven years of exp.
        ",,
Software Engineer,"
            Temp-to-hire, remote position for a front-end developer. Will build, extend and deploy websites and microsites, develop WordPress CMS <b>data</b> structures, convert designs, and participate in testing, implementation and maintenance. Need seven years of exp.
        ",,
Director of work,"
            Partially remote position for a certified medical affairs director, molecular pathology. Will oversee research, support laboratories and clinicians, help generate <b>data</b> and publications, and respond to collaboration requests and inquiries. Need PhD or MD.
        ",,
Director of work,"
            Partially remote position for a certified medical affairs director, molecular pathology. Will oversee research, support laboratories and clinicians, help generate <b>data</b> and publications, and respond to collaboration requests and inquiries. Need PhD or MD.
        ",,
Software Engineer,"
            Remote position will lead design strategy/implementation for program, unlock <b>data</b> sets to track the impact of climate change, transcribe handwritten historical documents, and design web applications. Need two years of experience.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Graphics Engineer is needed for a remote role. He/She will help build simulation tools and interactive experiences for algorithm and <b>data</b> visualization. Bachelor's degree and prior relevant experience required.
        ",,
Data Engineer,"
            Manage several small/large analytic and software development projects, develop shared analytical and <b>data</b> resources, provide financial modeling and review activities of various programs. Temporary 1-year job - remote work allowed during COVID-19.
        ",,
Data Analyst,"
            Full-time position. Will conduct research, implement models, review <b>data</b>, identify risk factors, build tool package and provide expertise. Bachelor's degree and 5+ years' related experience required. Partially remote.
        ",,
Data Analyst,"
            Full-time position. Will conduct research, implement models, review <b>data</b>, identify risk factors, build tool package and provide expertise. Bachelor's degree and 5+ years' related experience required. Partially remote.
        ",,
Data Analyst,"
            Remote contract position will help shape product marketing strategy through <b>data</b>/analytics, study all of marketing channels, make strategic recommendations, analyze customer behavior, product usage/email marketing. BA degree required and five years exp.
        ",,
Data Scientist,"
            Remote position will define the digital product vision, roadmap, manage a team working on high-impact app features focused on improving retention, analyze <b>data</b>, define hypotheses, and support products. BA degree required and seven years of experience.
        ",,
Data Engineer,"
            Full-time, flexible position starting out working remotely. Responsibilities include working with sales, marketing, &amp; services organizations on <b>data</b> &amp; technology needs and contributing to product releases &amp; solution health. Bachelor's required.
        ",,
Data Engineer,"
            Full-time, flexible position starting out working remotely. Responsibilities include working with sales, marketing, &amp; services organizations on <b>data</b> &amp; technology needs and contributing to product releases &amp; solution health. Bachelor's required.
        ",,
Data Engineer,"
            Full-time position. Remote. Will mentor team, collaborate with staff, build applications, draft <b>data</b> migrations and deploy code. Bachelor's degree and 5+ years' related experience required. Flexible schedule.
        ",,
Software Engineer,"
            F/T remote paid media buyer needed to manage campaigns in all aspects, from creative to analytics and reporting to optimization. 2-4 years experience managing paid advertising campaigns and Excel or other <b>data</b> visualization tools expertise required.
        ",,
Data Engineer,"
            The manager for BI will develop measurement frameworks, help create campaign KPIs, oversee analytics projects, &amp; supervise jr. staff. This is a remote, temporary position. Must have experience with <b>data</b> visualization, web analytics, &amp; ad servers.
        ",,
Data Analyst,"
            Full-time, partially remote position. Will draft reports, present findings, complete projects, conduct research and analyze <b>data</b>. Master's degree and 2+ years' related experience required. Travel. $5,503/month.
        ",,
Data Engineer,"
            Implement and develop backend microservices and manage <b>data</b> stores. Must have at least 1 year of Golang experience and 2+ years' relational SQL and NoSQL database experience, along with 2+ years' test-related experience. Remote options.
        ",,
Researcher,"
            Senior ux researcher needed for a full-time, remote position responsible for overseeing the research lifecycle, coordinating and conducting interviews and surveys, analyzing <b>data</b>. Five+ years' UX research experience required.
        ",,
Data Analyst,"
            Remote-during-pandemic role for a senior business intelligence analyst. Will leverage <b>data</b> to solve business problems, design reports and visualizations, provide insights, perform analysis, and define/conduct research. Need a BA/BS and five years of exp.
        ",,
Data Analyst,"
            Remote-during-pandemic role for a senior business intelligence analyst. Will leverage <b>data</b> to solve business problems, design reports and visualizations, provide insights, perform analysis, and define/conduct research. Need a BA/BS and five years of exp.
        ",,
Data Analyst,"
            Remote-during-pandemic role for a senior business intelligence analyst. Will leverage <b>data</b> to solve business problems, design reports and visualizations, provide insights, perform analysis, and define/conduct research. Need a BA/BS and five years of exp.
        ",,
Data Analyst,"
            Remote-during-pandemic role for a senior business intelligence analyst. Will leverage <b>data</b> to solve business problems, design reports and visualizations, provide insights, perform analysis, and define/conduct research. Need a BA/BS and five years of exp.
        ",,
 Consultant,"
            Partial remote job with 80% travel for candidate who will fuel solutions to ensure enterprise deployments make the deepest impact possible across an organization. Bachelor's degree and three to five years' technical consulting or <b>data</b> analytics exp. req.
        ",,
 Consultant,"
            Partial remote job with 80% travel for candidate who will fuel solutions to ensure enterprise deployments make the deepest impact possible across an organization. Bachelor's degree and three to five years' technical consulting or <b>data</b> analytics exp. req.
        ",,
 Consultant,"
            Partial remote job with 80% travel for candidate who will fuel solutions to ensure enterprise deployments make the deepest impact possible across an organization. Bachelor's degree and three to five years' technical consulting or <b>data</b> analytics exp. req.
        ",,
 Consultant,"
            Partial remote job with 80% travel for candidate who will fuel solutions to ensure enterprise deployments make the deepest impact possible across an organization. Bachelor's degree and three to five years' technical consulting or <b>data</b> analytics exp. req.
        ",,
 Consultant,"
            Partial remote job with 80% travel for candidate who will fuel solutions to ensure enterprise deployments make the deepest impact possible across an organization. Bachelor's degree and three to five years' technical consulting or <b>data</b> analytics exp. req.
        ",,
Data Scientist,"
            Remote position will deliver employee sentiment studies, create capability assessment/feedback systems, track transformation, conduct investment studies, launch pre-hire assessments, and evaluate talent. Master's degree required and five years of exp. 
        ",,
Data Analyst,"
            The financial analyst will help maintain the cost accounting systems, analyze <b>data</b>, prepare financial reports, &amp; audit accounting systems. The employee can telework during the COVID response. Must have two years' experience &amp; a relevant bachelor's degree.
        ",,
Data Engineer,"
            Remote position will implement design while developing greater facility, promote continuous improvement, ensure security/integrity of systems/<b>data</b>, test changes to ensure issues resolved, and develop solutions. BA degree required and five years of exp.
        ",,
Data Engineer,"
            Analyze <b>data</b> to build solutions for customers, define product strategy, and collaborate with engineering teams to ensure highly productive outcomes. Requires 5+ years' cloud management experience &amp; work with distributed systems. Remote.
        ",,
 Consultant,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        ",,
 Consultant,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        ",,
 Consultant,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        ",,
 Consultant,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        ",,
 Consultant,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        ",,
 Consultant,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        ",,
 Consultant,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        ",,
 Consultant,"
            Full-time role with remote option. He/she will work on financial due diligence activities, analyze financial <b>data</b>, and prepare reports and presentations. BS degree in Accounting or Finance and 2+ years' audit or consulting experience required.
        ",,
Teacher,"
            The recruitment advisor will support recruitment administration, oversee executive interview scheduling, conduct new hire orientation, &amp; maintain <b>data</b>. Requires at least five years' exp. in a sr. administrative position. Temporary, work-from-home role.
        ",,
Data Engineer,"
            Flexible remote position will translate business requirements into architected solutions, develop, test, document/maintain solutions, integrations/<b>data</b> migration elements, and execute test plans. BA degree required and five years of experience.
        ",,
Data Scientist,"
            Conduct social and scientific research, accurate record keeping, and insightful reporting. Requires a bachelor's degree with 2-3+ yrs' experience or an equivalent combination. Full-time role with benefits. Work from home during pandemic. $90k/year. 
        ",,
Data Scientist,"
            Conduct social and scientific research, accurate record keeping, and insightful reporting. Requires a bachelor's degree with 2-3+ yrs' experience or an equivalent combination. Full-time role with benefits. Work from home during pandemic. $90k/year. 
        ",,
Director of work,"
            Collaborate across behavioral, medical, and psychosocial dimensions, lead the design and product team and focus on understanding and solving patient problems, and defining and developing <b>data</b>-driven growth. Remote opportunity.
        ",,
Data Analyst,"
            Seeking a business analyst for a full-time, remote option position requiring three+ years' experience with business analysis, extensive experience with medical management and the healthcare industry, and a relevant BA/BS. Will coordinate and analyze <b>data</b>.
        ",,
Data Scientist,"
            Senior Technical Writer is needed for a remote role. The candidate will research, write, and edit technical content for pharmaceutical and biotech customers. Must possess strong communication skills. Bachelor's degree and prior related experience req.
        ",,
Data Analyst,"
            Will coordinate/participate in programming, implementation, testing/support of web-based projects, programming of <b>data</b>-driven web applications, and debugging/problem-solving. BA degree preferred and one year of open source web development exp.
        ",,
 Marketing,"
            Full-time remote role will develop communications strategies, collaborate with cross-functional teams to collect <b>data</b>, and implement global marketing programs. Bachelor's degree and 5+ years' experience in Marketing Communications required. Travel 10%
        ",,
Data Engineer,"
            Seeking full-time senior full-stack engineer for flexible position. Requirements include at least five years of software development experience, and strong proficiency with Java or similar programming language. Bachelor's degree in CS preferred.
        ",,
Data Analyst,"
            Remote position will lead research in health services research, manage studies by planning, assisting with study design, develop statements of work/analysis plans, monitor progress, and write research proposals. Master's degree required and experience. 
        ",,
Data Analyst,"
            Full-time partial remote role will gather requirements and documentation, perform user acceptance testing, and manage <b>data</b> clean-up. Bachelor's degree and 3+ years' business process and system design experience required. Some travel required.
        ",,
Data Engineer,"
            Full-time, remote candidate will research and compose feature articles and newsletters, update content and training materials to meet the needs of autistic individuals, and help with developing content. Must have five years of content management exp.
        ",,
Data Engineer,"
            Full-time, remote candidate will research and compose feature articles and newsletters, update content and training materials to meet the needs of autistic individuals, and help with developing content. Must have five years of content management exp.
        ",,
Data Engineer,"
            Full-time, remote candidate will research and compose feature articles and newsletters, update content and training materials to meet the needs of autistic individuals, and help with developing content. Must have five years of content management exp.
        ",,
Data Engineer,"
            Full-time, remote candidate will research and compose feature articles and newsletters, update content and training materials to meet the needs of autistic individuals, and help with developing content. Must have five years of content management exp.
        ",,
 Consultant,"
            Lead Product Consultant is needed for a full-time role. He/She will analyze customer needs through discussions and <b>data</b> collection and analysis. Must have strong knowledge of medical terminology. Prior relevant experience req. CPC cert is pref. Remote.
        ",,
 Consultant,"
            Remote senior consultant needed to lead with hands-on involvement in project management, business interpretation, application of solutions, client communication, and insights/results delivery. Bachelor's degree and 5 years of relevant experience required.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Software Engineer,"
            Full-time, partially remote position. Responsibilities include engaging with customers to determine their goals, strategies, &amp; technical needs, helping define &amp; deliver high-value solutions, and providing customer requirements to engineering.
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Data Engineer,"
            Full-time, remote position. Will configure testing software, build relationships, improve processes, review test results and work with team. High school diploma and 7+ years' related experience required. 
        ",,
Software Engineer,"
            The sr. system administrator will design and implement enterprise system architecture, administer servers, and lead staff members. Those without a related associate's or bachelors' degree will need a decade of experience. Work-from-home position.
        ",,
Director of work,"
            Full-time position. Will negotiate contracts, manage payroll, collaborate with team and streamline processes. Must have related operations experience. Remote during pandemic. Strong communication skills needed.
        ",,
Data Analyst,"
            Full-time, remote position. Duties include assisting with the implementation of custom clinical research studies, conducting descriptive statistical analysis, writing analytics programs, documenting study processes &amp; changes, and generating graphs.
        ",,
Data Engineer,"
            Full-time position starting out working remotely. Duties include developing, executing, &amp; managing multiple IT projects, determining project resource needs, assigning tasks &amp; deliverables, and ensuring compliance. Bachelor's degree required.
        ",,
Data Scientist,"
            An independent vendor of software is seeking a technical blogger and writer to build small projects relating to proof of concepts. Must be skilled in mobile apps, browser-side MVC and HTML5. Remote part time job with flexible schedule. 
        ",,
Data Analyst,"
            Full-time position with the option of remote work. Duties include operating &amp; maintaining credit risk models for mortgage loan portfolios, building algorithmic solutions, performing scenario analysis, and assessing &amp; monitoring performance &amp; risks.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs five years' experience selling clinical trial related services and experience with recurring revenue programs. Drive the overall growth of the business and will lead the full sales process from prospecting.
        ",,
Data Engineer,"
            Product manager needed for a work from home opportunity. Candidate will have three yrs' experience with online commerce. Will have an in-depth understanding in graph theory. Responsibilities include developing the product map &amp; execution of payments.
        ",,
Data Engineer,"
            Product manager needed for a work from home opportunity. Candidate will have three yrs' experience with online commerce. Will have an in-depth understanding in graph theory. Responsibilities include developing the product map &amp; execution of payments.
        ",,
Data Engineer,"
            Work on consulting users, carrying out experiments, tackling complex business problems, and implementing new products. Must have a bachelor's degree and 5+ years of SRE or DevOps experience. Full-time, remote position.
        ",,
 Consultant,"
            Remote, full-time job. Needs five years' work related experience and experience with Cloud based products. Work with teams to manage, track and optimize custom success, understand customer needs and assist with understanding of products, create reports.
        ",,
Data Engineer,"
            Remote position will work on cutting-edge problems, participate in the engineering life-cycle, design distributed systems, write production code, conduct code reviews, and apply graph analysis techniques. BS degree required and six years of experience. 
        ",,
Data scientist,"
            Work on SDTM/ADAM, TLFs programming supporting clinical trial execution, and regulatory submissions. Must have a bachelor's degree and technical SAS programming skills. WFH temp role for $50-$70/hour.
        ",,
Data Scientist,"
            The technical writer will have flexible hours and remote work options. Will create content for external and internal clients. Must have at least 5 years of relevant experience and a bachelor's degree. Job includes excellent benefits.
        ",,
Data Scientist,"
            Remote role will develop curriculum strategy, create training content, design hands-on courses, and support instructors. Experience defining and implementing new curricula &amp; strong analytical skills required. Experience developing technical training req.
        ",,
 Consultant,"
            Telecommuting role for a senior consultant. Will analyze, design, code, debug and implement solutions, develop test plans, assist with product updates, analyze performance, and develop reports and dashboards. Need a bachelor's degree and five years' exp.
        ",,
Data Engineer,"
            Remote, full-time job. Needs a bachelor's degree and ten years' work related experience. Work with  fellow associates to understand real life challenges of customers, work in product design, product management and systems architecture, develop solutions.
        ",,
Data Engineer,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        ",,
Data Engineer,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        ",,
Data Engineer,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        ",,
Data Engineer,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        ",,
Data Engineer,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        ",,
Data Engineer,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        ",,
Data Engineer,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        ",,
Data Engineer,"
            Full-time position. Will integrate research, manage bottlenecks, review requirements, anticipate trade-offs and provide guidance. Bachelor's degree preferred and 5+ years' related experience required. Work from home. 
        ",,
Data Analyst,"
            Full-time role with remote option. He/she will need extensive experience with intelligence analysis, technical collections, signals intelligence, and technical exploitation. Candidates must have DOD TS/SCI clearance within the last two years. 
        ",,
